game_id,avg_cpl,top1_rate,checks_pct,avg_legal_moves,pca1,pca2,cluster
120724505806,125.96296296296296,0.4074074074074074,0.0,38.55555555555556,-1.5376945352203801,-0.10794560186106714,0
120724645054,78.58333333333333,0.4583333333333333,0.0,35.833333333333336,-1.3276844034124615,0.4325768278839652,0
120724944420,907.34375,0.34375,0.40625,21.53125,5.02898444558344,-0.2891662819134726,1
120725065392,167.51282051282053,0.46153846153846156,0.23076923076923078,33.8974358974359,0.9999661797043635,1.0253250817073427,1
120729517484,576.0555555555555,0.3333333333333333,0.0,37.55555555555556,-0.8135588527787484,-1.5209734962892114,3
120729908814,155.5625,0.3125,0.0625,27.59375,0.5318378439725518,-0.10909956438540896,2
120749603348,97.60975609756098,0.3170731707317073,0.0975609756097561,35.170731707317074,-0.17260574823364383,-0.17512723860512996,2
120749820854,298.8285714285714,0.42857142857142855,0.11428571428571428,35.31428571428572,0.009153301964288138,0.12241733788931174,0
120750308238,556.1363636363636,0.09090909090909091,0.045454545454545456,39.54545454545455,-0.3304960165650776,-2.9449861256962007,3
120750437816,176.73684210526315,0.3157894736842105,0.02631578947368421,20.92105263157895,1.0629260242684073,0.04492801068139952,2
120750509982,76.22727272727273,0.36363636363636365,0.0,33.72727272727273,-0.9297966626913756,-0.06409842801354824,2
120750599740,490.0,0.2727272727272727,0.0,39.31818181818182,-1.0360861564421575,-1.7864651120042028,3
120750659660,144.66666666666666,0.3939393939393939,0.12121212121212122,30.96969696969697,0.4896808711829795,0.45346437885669777,2
120750763426,62.55,0.5,0.0,33.25,-1.0869952210726315,0.8400404409885577,0
120750795378,170.61111111111111,0.4074074074074074,0.14814814814814814,21.574074074074073,1.8938117656373994,0.9654936374453192,1
120750930288,507.2857142857143,0.2857142857142857,0.047619047619047616,27.19047619047619,0.8762948018129618,-1.079170727874299,3
120750990508,86.93877551020408,0.22448979591836735,0.0,28.551020408163264,-0.07207002385927708,-0.7354426052147952,2
120751090044,573.55,0.4,0.05,30.4,0.40323378195529985,-0.6413229918289084,3
120751157052,49.82857142857143,0.45714285714285713,0.02857142857142857,30.257142857142856,-0.4201135561449213,0.8137286437888173,0
120751248802,247.89473684210526,0.2631578947368421,0.0,34.8421052631579,-0.7321321442164166,-1.119537730332373,2
120751291486,81.20930232558139,0.3953488372093023,0.09302325581395349,26.813953488372093,0.6888801784331741,0.6976197628072258,1
120751380994,101.6,0.36666666666666664,0.0,43.4,-2.103644200279631,-0.5179875959045418,0
120751470748,400.3,0.4,0.125,20.425,2.0973269382478583,0.3934014810172002,1
120751565302,628.25,0.2777777777777778,0.3055555555555556,27.416666666666668,3.2227273102266047,-0.6392975916658624,1
120751665004,245.9047619047619,0.2857142857142857,0.0,38.80952380952381,-1.2585974647476514,-1.1449829811444134,2
120751781758,183.3,0.2,0.1,29.3,0.8413632642069748,-0.836496941083946,2
120751916542,138.17241379310346,0.3448275862068966,0.13793103448275862,30.24137931034483,0.7898362097577826,0.2414727096575593,1
